Generation N Sum homeF homeM importF importM
0 8640 4.95004811989366 2.48922897592352 2.46081914397014 0 0
1 8640 5.04530996923579 2.51542417871999 2.5298857905158 0 0
2 8640 5.18829362233787 2.30736430358891 2.88092931874896 0 0
3 8640 5.42161190384744 2.80919830786595 2.61241359598149 0 0
4 8640 5.62259059211898 3.253556409756 2.36903418236298 0 0
5 8640 5.76956283587207 3.51881325920091 2.25074957667117 0 0
6 8640 6.07730352121458 3.70452217780025 2.31830178608188 0 0.0544795573324479
7 8640 6.25616217203322 3.76555548929652 2.43516641188703 0 0.0554402708496759
8 8640 6.58760356257635 3.5998304544244 2.40312893107346 0 0.58464417707849
9 8640 6.90427970725574 3.3616457340133 2.93835957828793 0 0.604274394954517
10 8640 7.12634257146175 2.99672436439112 3.48276278081194 0.00856969783161169 0.638285728427072
11 8640 7.58619658490993 2.87053850697488 3.96008258199859 0.0175522330351071 0.738023262901353
12 8640 7.89960445745413 2.69028131736276 4.27001179474385 0.024590891058303 0.914720454289219
13 8640 8.19861737821454 2.64039017108785 4.1670376913323 0.101399776720964 1.28978973907342
14 8640 8.53441137598993 2.74132890081201 3.7453185111254 0.298108110649264 1.74965585340326
15 8640 8.85843738089466 2.78954206974793 3.56959220212427 0.306385456170325 2.19291765285214
16 8640 9.28804215574236 3.15186234361443 3.03370616798181 0.304232550475053 2.79824109367107
17 8640 9.639073314578 3.17023168574549 2.54804122779665 0.352370531634224 3.56842986940163
18 8640 9.89467146754329 3.00880138299789 2.74398518162177 0.433080409953508 3.70880449297012
19 8640 10.1914160892717 2.91001903314889 2.59279186979588 0.748113078249129 3.94049210807775
20 8640 10.4611173156651 2.9261121072327 2.40133216987458 0.9713102836256 4.16236275493222
21 8640 10.859535248071 2.77289861654604 2.51575848881341 1.2553953121337 4.31548283057782
22 8640 11.1198098808084 2.68427280774433 2.43107057227266 1.50043736029447 4.50402914049694
23 8640 11.405035583361 2.67387473971285 2.24450286055794 1.77560033440054 4.71105764868964
24 8640 11.6726375282803 2.56408541145094 2.08666033054319 1.98421792439762 5.03767386188861
25 8640 11.9657941135649 2.42812066971823 2.05357416444753 2.15789162446589 5.32620765493324
26 8640 12.1272928983043 2.39175776514273 1.91619915897067 2.30555206141525 5.51378391277562
27 8640 12.5677601140506 2.23825935595298 2.17635950890706 2.59057135315384 5.56256989603669
28 8640 12.8307841776219 2.21530129659294 2.17480475766539 2.64423005410191 5.79644806926162
29 8640 13.0483503196153 2.25345485115641 2.06629910645562 2.86478888595484 5.86380747604843
30 8640 13.4619519650731 2.20556441669152 2.08267944726221 3.08277948024893 6.09092862087048
31 8640 13.5611503051207 2.14158222641228 1.98718365131607 3.13464101629659 6.29774341109575
32 8640 13.826137693434 2.13710106763342 1.75804102207919 3.36597216490639 6.56502343881495
33 8640 14.1469289880376 2.15691074336334 1.76098619018741 3.47939512767575 6.74963692681109
34 8640 14.2780639160563 2.11333305986478 1.59659188433015 3.65576320678501 6.91237576507636
35 8640 14.6810284151507 2.18743781418436 1.78033895691632 3.79132535157504 6.921926292475
36 8640 14.9324669413286 2.07613689837851 1.75181218799224 3.93382883339394 7.1706890215639
37 8640 15.1373053068723 2.08621664575821 1.63654114842873 4.09749995754615 7.31704755513916
38 8640 15.4743982272851 2.02057409328732 1.66630722785943 4.35499683967931 7.432520066459
39 8640 15.6867192246997 1.97867723752467 1.60441720936724 4.49304861716261 7.6105761606452
40 8640 15.918722253697 1.8921870578581 1.64575818690031 4.61356020683206 7.76721680210658
