Generation N Sum homeF homeM importF importM
0 8640 7.31802522872425 0 0 3.65221262544861 3.66581260327564
1 8640 7.63399948849689 0 0 3.80895335890606 3.82504612959082
2 8640 7.86406351634035 0 0 2.9974744565441 4.86658905979624
3 8640 8.11532288325009 0 0 3.78605006729045 4.32927281595964
4 8640 8.37912955943438 0 0 4.44267874591885 3.93645081351553
5 8640 8.6691211009717 0 0 4.6827910467628 3.9863300542089
6 8640 8.87709505456532 0 0 5.16263264617494 3.71446240839038
7 8640 9.16961829639063 0 0 5.33985793807883 3.82976035831179
8 8640 9.44382846414518 0 0 5.19583779817351 4.24799066597167
9 8640 9.70667180136237 0 0 4.93693640724589 4.76973539411648
10 8640 10.0065111631257 0 0 4.63526285391149 5.3712483092142
11 8640 10.2890431225676 0 0 4.32933398116618 5.95970914140145
12 8640 10.5144601094824 0 0 4.37324573473619 6.14121437474622
13 8640 10.7820260302625 0 0 4.52366053515361 6.25836549510886
14 8640 11.048193439189 0 0 4.5819984378729 6.46619500131612
15 8640 11.2958312745312 0 0 4.74403476053257 6.55179651399859
16 8640 11.5653445571481 0 0 4.89696858459603 6.6683759725521
17 8640 11.8351980055335 0 0 4.92739119686834 6.90780680866514
18 8640 12.0691899659661 0 0 4.9330242521113 7.13616571385481
19 8640 12.3742233377196 0 0 5.06371750673884 7.3105058309808
20 8640 12.6309904952756 0 0 5.17421997743173 7.45677051784389
21 8640 12.7987564492133 0 0 5.24903632654246 7.54972012267083
22 8640 13.0769233361014 0 0 5.43170093074267 7.64522240535876
23 8640 13.3150658405069 0 0 5.56033263380876 7.75473320669809
24 8640 13.6032572473864 0 0 5.6918192353751 7.91143801201135
25 8640 13.850982396578 0 0 5.79888409513635 8.0520983014416
26 8640 14.1149441051951 0 0 5.89278724832465 8.22215685687047
27 8640 14.3852705353357 0 0 5.98436871600612 8.40090181932959
28 8640 14.6493115413758 0 0 6.08516870818974 8.56414283318607
29 8640 14.8594680538837 0 0 6.21184492970238 8.64762312418135
30 8640 15.0994172040159 0 0 6.33436419210562 8.76505301191032
31 8640 15.341584614957 0 0 6.41798087090064 8.92360374405638
32 8640 15.5624032770936 0 0 6.53684516057116 9.02555811652244
33 8640 15.8368286264528 0 0 6.69452543080339 9.14230319564941
34 8640 16.1023285738387 0 0 6.78866730926724 9.3136612645715
35 8640 16.3419412005136 0 0 6.84279819850711 9.49914300200652
36 8640 16.5761211233995 0 0 6.94141612654372 9.63470499685578
37 8640 16.8196632660442 0 0 7.04677126697456 9.77289199906967
38 8640 17.0262188272177 0 0 7.15580540667282 9.87041342054486
39 8640 17.2869958642286 0 0 7.25426858423402 10.0327272799946
40 8640 17.528479320922 0 0 7.40305354188192 10.1254257790401
