Generation N Sum homeF homeM importF importM
0 8640 4.95004811989366 2.48922897592352 2.46081914397014 0 0
1 8640 5.0161151421876 2.51168633701356 2.50442880517404 0 0
2 8640 5.18485136343164 2.28867845189234 2.8961729115393 0 0
3 8640 5.50915189147727 2.83323293214939 2.67591895932788 0 0
4 8640 5.65497800966792 3.22388699117506 2.43109101849286 0 0
5 8640 5.82084704442318 3.49874147027916 2.32210557414402 0 0
6 8640 6.02150822628778 3.85993637460597 2.13440110348041 0 0.0271707482014063
7 8640 6.21466694284678 3.6192002216044 2.567265368749 0 0.0282013524933854
8 8640 6.5836276253405 3.53945029904628 2.57794625478587 0 0.466231071508339
9 8640 7.02378440040043 3.32682845730887 3.1209110766216 0 0.576044866469951
10 8640 7.28445854532337 3.01910698241773 3.7325065614526 0.00403140159414641 0.528813599858889
11 8640 7.6529921107285 2.94393123887715 4.235949096147 0.0114882740414583 0.461623501662891
12 8640 7.98813406004096 2.7285599851505 4.60632185617257 0.0991027159792173 0.554149502738679
13 8640 8.29786545582028 2.80933281265936 4.46636358098407 0.111545092457766 0.910623969719083
14 8640 8.60404758163679 2.77704586031289 4.14842495025885 0.179602833827433 1.49897393723762
15 8640 8.98302236525708 2.86809573794614 4.0236002200611 0.212947627882178 1.87837877936766
16 8640 9.19681373928939 2.73764808562355 3.92898587532107 0.217819011414493 2.31236076693027
17 8640 9.66838990169578 2.78393213675618 3.77261489785789 0.246975922941337 2.86486694414037
18 8640 9.87785382738108 2.7276581585232 3.76408739182648 0.434375031817371 2.95173324521403
19 8640 10.0087666105115 2.64129139764734 3.77161011560042 0.61919028616394 2.97667481109976
20 8640 10.3683788787292 2.54931673564591 3.85972424088488 0.800468775117252 3.15886912708121
21 8640 10.485909406288 2.38829433645173 3.42664164883803 1.04416573116748 3.62680768983073
22 8640 10.7954323596026 2.35509399371679 3.63792084634165 1.14737651030191 3.6550410092423
23 8640 11.1735821269904 2.28264019305999 3.33375954768044 1.46712812721034 4.09005425903962
24 8640 11.529971679033 2.2462853594427 3.30710267185626 1.66179511335036 4.31478853438372
25 8640 11.7892666671937 2.17332835303284 3.25759639385816 1.85764703348552 4.50069488681721
26 8640 12.0250164634403 2.21115556699889 3.10623703342542 2.1174115498086 4.59021231320741
27 8640 12.2977104407673 2.1145060784907 3.13146441899741 2.27917989969365 4.77256004358557
28 8640 12.5351437863625 2.04073934580847 2.93599136429011 2.50663353408786 5.05177954217603
29 8640 12.8649096142566 2.05520277593451 2.84889055449637 2.71862006558304 5.24219621824265
30 8640 13.0581919510119 2.03488013662475 2.78776749740697 2.90389816044822 5.33164615653199
31 8640 13.3078472673203 2.01682533748906 2.80353084404006 2.8937458119064 5.5937452738848
32 8640 13.7238285702028 2.06882308803107 2.80412501341966 3.07145654643926 5.77942392231279
33 8640 13.9955897253409 2.16643264895936 2.86319573735047 3.18789415100989 5.77806718802115
34 8640 14.241143871479 2.23215400548335 2.913482295146 3.22546072035935 5.87004685049027
35 8640 14.5007772741439 2.28091872275522 2.93012753610785 3.35422096363494 5.93551005164591
36 8640 14.6539486168086 2.25325619992076 2.77622151228114 3.45711446014239 6.16735644446431
37 8640 14.8730530697561 2.27228865232231 2.92776584839996 3.49030460406522 6.1826939649686
38 8640 15.1425478846275 2.16699509664784 2.79900987880618 3.74981931743634 6.42672359173716
39 8640 15.4179202248064 2.15887417011127 2.9014823834089 3.76189583424666 6.59566783703958
40 8640 15.7208247350217 2.18131929166089 3.13295134708766 3.78200710015862 6.62454699611458
